1;4;5;7;8;11;13;15;17;18;19;21;28;31;33;35;36;37;38;41;47
0.0000686;0.0006106;0.0001197;0.0002742;0.0001335;0.0003481;0.0002432;0.0000642;0.0023802;0.0001837;0.0002537;0.000197;0.0022265;0.0002932;0.000066;0.000075;0.0000362;0.000331;0.0000278;0.000069;0.000107
0.0000914;0.0008384;0.0001711;0.0004073;0.0001976;0.0005171;0.0003695;0.0000876;0.0018316;0.000277;0.0003982;0.0003073;0.0013147;0.000415;0.0000929;0.000105;0.0000449;0.0004944;0.0000343;0.000092;0.0001513
0.0000868;0.0007706;0.0001612;0.0003844;0.000182;0.0004887;0.0003459;0.0000788;0.0016339;0.0002553;0.0003616;0.0002793;0.0010463;0.0004048;0.0000801;0.0000946;0.0000407;0.000467;0.0000292;0.0000874;0.0001425
0.000067;0.0006317;0.0001226;0.0002935;0.0001356;0.0003766;0.0002606;0.0000573;0.0014641;0.0001906;0.0002659;0.0002044;0.0008658;0.0003212;0.0000554;0.0000684;0.0000303;0.0003588;0.0000204;0.0000676;0.000108
0.000048;0.0005229;0.0000876;0.000213;0.0000962;0.0002765;0.000186;0.0000395;0.0013436;0.0001356;0.0001877;0.0001434;0.0007439;0.0002398;0.0000371;0.0000469;0.000021;0.0002625;0.0000127;0.0000486;0.0000772
0.0000346;0.0004578;0.0000637;0.0001588;0.0000701;0.0002093;0.0001369;0.0000279;0.001269;0.0001;0.0001385;0.0001046;0.0006712;0.0001813;0.0000255;0.0000329;0.0000146;0.0001978;0.0000085;0.000035;0.0000559
0.0000244;0.0004102;0.0000463;0.0001198;0.0000515;0.0001611;0.0001024;0.0000194;0.0012045;0.0000746;0.0001038;0.0000775;0.0006193;0.0001388;0.0000167;0.0000225;0.0000097;0.0001519;0.0000055;0.0000248;0.0000405
0.0000164;0.0003641;0.0000319;0.0000861;0.0000356;0.0001186;0.0000726;0.0000122;0.0011395;0.0000526;0.0000735;0.0000539;0.0005705;0.0001024;0.0000098;0.0000139;0.000006;0.0001116;0.0000024;0.0000166;0.0000275
0.000009;0.0003236;0.0000194;0.0000578;0.0000219;0.0000833;0.000048;0.000006;0.0010759;0.0000338;0.0000482;0.0000343;0.0005278;0.0000721;0.0000038;0.0000064;0.0000026;0.0000781;0.000001;0.0000092;0.0000164
0.0000037;0.0002916;0.0000096;0.0000353;0.0000111;0.0000554;0.0000291;0.0000012;0.0010229;0.0000192;0.0000292;0.0000192;0.0004942;0.0000481;0.0000001;0.0000011;0;0.0000519;0;0.0000038;0.0000075
0.0000015;0.0002724;0.0000052;0.0000227;0.0000061;0.0000386;0.0000185;0;0.0009814;0.000012;0.0000186;0.0000119;0.0004737;0.0000331;0;0;0;0.0000361;0;0.0000015;0.0000037
0.0000008;0.0002726;0.0000038;0.0000189;0.0000049;0.0000333;0.0000158;0.0000014;0.0009652;0.0000102;0.000017;0.0000108;0.0004732;0.0000273;0.0000018;0.0000014;0.0000007;0.0000314;0.0000008;0.0000008;0.000003
0.0000331;0.0007708;0.0000834;0.0002409;0.000116;0.0003495;0.0002523;0.0000534;0.0015385;0.0001751;0.0002896;0.0002141;0.0009713;0.0002518;0.0000489;0.0000483;0.0000179;0.0003392;0.0000164;0.0000346;0.0000716
0.0000762;0.0010564;0.0001788;0.000484;0.0002327;0.0006809;0.0004982;0.0001081;0.0017322;0.0003394;0.0005322;0.0004022;0.0012728;0.0005305;0.0000889;0.0000973;0.0000373;0.0006596;0.00003;0.0000796000000000001;0.0001552
0.0000928;0.0010168;0.0002014;0.0005171;0.0002501;0.0007189;0.0005252;0.0001212;0.0016373;0.0003564;0.0005385;0.000412;0.0012429;0.0005956;0.0000956;0.0001082;0.0000461;0.0006953;0.0000353;0.0000967;0.0001765
0.0001116;0.0011102;0.0002338;0.000586;0.000287;0.0008143;0.000599;0.0001434;0.0017111;0.0004058;0.0006101;0.0004686;0.001338;0.0006874;0.0001104;0.0001262;0.0000562;0.0007884;0.0000431;0.0001165;0.0002059
0.0001531;0.0014225;0.0003162;0.0007789;0.0003895;0.0010846;0.0008115;0.0002011;0.0020147;0.0005469;0.0008276;0.0006382;0.0016577;0.0009171;0.0001534;0.0001731;0.0000797;0.0010534;0.0000624;0.00016;0.0002793
0.000219;0.0018932;0.0004454;0.0010772;0.0005484;0.0015018;0.0011421;0.0002918;0.0024723;0.0007646;0.001158;0.0008984;0.0021474;0.0012801;0.0002175;0.0002454;0.0001176;0.001463;0.0000928;0.0002296;0.0003947
0.0002113;0.0016235;0.0004103;0.0009688;0.0004881;0.0013437;0.0010178;0.000264;0.002129;0.0006736;0.0009968;0.0007783;0.0019091;0.0012001;0.000187;0.00022;0.0001137;0.0013075;0.0000859;0.0002221;0.0003647
0.0001626;0.001194;0.0003039;0.0007104;0.0003536;0.0009865;0.0007372;0.0001925;0.0016534;0.0004864;0.0007093;0.0005536;0.0014648;0.0009075;0.0001316;0.0001593;0.0000876;0.0009581;0.0000636;0.0001711;0.0002705
0.0001156;0.0008778;0.0002135;0.0005026;0.0002469;0.000705;0.0005179;0.000133;0.0013063;0.0003411;0.0004955;0.0003844;0.001126;0.0006557;0.0000879;0.0001083;0.0000615;0.0006832;0.0000429;0.0001214;0.0001897
0.0000988;0.0008438;0.0001887;0.0004534;0.0002264;0.0006496;0.0004769;0.000122;0.0012691;0.0003152;0.0004675;0.0003603;0.0010788;0.0005864;0.0000811;0.0000967;0.0000529;0.0006306;0.0000382;0.0001041;0.0001674
0.0000872;0.0008012;0.0001729;0.0004221;0.0002114;0.0006141;0.0004502;0.0001139;0.0012005;0.0002956;0.0004426;0.0003401;0.001035;0.0005491;0.0000737;0.000087;0.0000464;0.0005969;0.0000334;0.0000924;0.000153
0.0000826;0.0007971;0.0001688;0.0004159;0.0002099;0.0006136;0.0004513;0.0001142;0.0011742;0.0002943;0.0004436;0.0003404;0.0010325;0.0005462;0.0000717;0.0000842;0.0000443;0.0005973;0.0000322;0.000088;0.000149
0.0001024;0.00103;0.0002158;0.0005305;0.0002779;0.0007949;0.0005978;0.0001565;0.0014122;0.0003892;0.0005981;0.0004598;0.0012731;0.0006897;0.0000995;0.0001117;0.000057;0.000778;0.0000442;0.0001094;0.0001911
0.0001081;0.0010595;0.0002301;0.0005663;0.0002945;0.0008538;0.0006436;0.0001664;0.0013994;0.0004115;0.0006284;0.0004845;0.0013214;0.0007594;0.0000981;0.0001139;0.0000594;0.0008362;0.0000448;0.0001166;0.0002036
0.0000883;0.0008153;0.000183;0.0004453;0.0002284;0.0006704;0.0004992;0.0001304;0.0011126;0.0003178;0.0004755;0.0003674;0.0010661;0.0006179;0.0000733;0.0000878;0.0000482;0.0006555;0.0000349;0.0000954;0.0001623
0.0000823;0.0007796;0.0001704;0.0004083;0.000217;0.0006226;0.0004652;0.0001273;0.0010732;0.0003001;0.0004524;0.0003494;0.0010158;0.0005646;0.0000752;0.0000853;0.0000467;0.0006099;0.0000361;0.0000887;0.000151
