1;4;5;7;8;11;13;15;17;18;19;21;28;31;33;35;36;37;38;41;47
0.0007908;0.0022833;0.0009477;0.0015489;0.0009309;0.0017351;0.0013935;0.0005949;0.0035011;0.001128;0.0013972;0.001189;0.0033854;0.0015951;0.0006726;0.0007539;0.0005694;0.0016745;0.0004816;0.0007767;0.0008918
0.0005533;0.0018052;0.0006581;0.0010884;0.0006439;0.0012376;0.0009704;0.0004066;0.0022695;0.0007837;0.0009693;0.0008202;0.0017758;0.0011365;0.0004577;0.0005168;0.0003961;0.0011833;0.00033;0.0005432;0.0006187
0.0003881;0.0014946;0.0004629;0.0007778;0.0004535;0.0009042;0.0006859;0.0002827;0.0019024;0.0005547;0.000687;0.0005772;0.0013098;0.0008173;0.0003189;0.0003602;0.0002755;0.0008505;0.0002273;0.0003807;0.0004341
0.0002818;0.0013087;0.0003402;0.0005826;0.0003353;0.0006976;0.0005102;0.0002053;0.0017026;0.000413;0.0005132;0.0004279;0.001086;0.0006126;0.0002329;0.0002624;0.0001975;0.000642;0.0001629;0.0002764;0.0003185
0.0002313;0.0012716;0.000289;0.0005035;0.0002929;0.0006175;0.0004403;0.0001786;0.001661;0.0003619;0.0004539;0.0003771;0.0010156;0.0005163;0.0002091;0.0002273;0.0001611;0.0005576;0.0001368;0.0002269;0.0002702
0.0003493;0.0017708;0.000478;0.0008471;0.0005119;0.0010117;0.0007659;0.0003103;0.0021563;0.0006393;0.0008272;0.0006884;0.0014554;0.0008084;0.0003755;0.0003895;0.0002411;0.0009408;0.0002195;0.0003433;0.0004456
0.000789;0.0031781;0.0011198;0.0019631;0.001223;0.002268;0.00183;0.0007535;0.0035509;0.0015213;0.0019912;0.0016698;0.0027618;0.0018279;0.000896;0.0009201;0.0005473;0.0021829;0.0005158;0.0007772;0.0010435
0.0011362;0.0036826;0.0015221;0.0025961;0.0015921;0.0029637;0.0024262;0.0010093;0.004002;0.0019568;0.002515;0.002128;0.0034038;0.0025555;0.0011203;0.0012095;0.0007996;0.0028767;0.0007243;0.0011211;0.0014233
0.0009563;0.0028827;0.0012056;0.0020244;0.0012178;0.0023122;0.0018769;0.0007847;0.0031764;0.0014868;0.0018838;0.0015966;0.0026971;0.0020986;0.0008332;0.0009314;0.0006821;0.0022423;0.0005907;0.0009444;0.0011306
0.0006946;0.0022049;0.0008537;0.0014379;0.0008524;0.001656;0.0013224;0.000548;0.0024853;0.0010421;0.0013152;0.0011105;0.0020231;0.0015275;0.0005733;0.0006485;0.0004967;0.0015993;0.0004187;0.0006859;0.0008002
