1;4;5;7;8;11;13;15;17;18;19;21;28;31;33;35;36;37;38;41;47
0.0002037;0.0020121;0.0003819;0.000956;0.0004302;0.0011902;0.0008654;0.0001561;0.0033104;0.0006318;0.0009575;0.0007353;0.0030484;0.000887;0.0002216;0.0002474;0.0000941;0.0011021;0.000072;0.0002008;0.0003349
0.0002172;0.00175;0.0003716;0.0008927;0.0003935;0.0010891;0.0007983;0.0001464;0.002221;0.0005669;0.0008275;0.0006408;0.0016963;0.0009084;0.0001908;0.000229;0.0000994;0.0010261;0.0000703;0.0002137;0.0003276
0.0002192;0.0017563;0.0003641;0.0008629;0.0003859;0.0010552;0.0007721;0.000149;0.0021745;0.0005518;0.000805;0.0006231;0.0015144;0.0008916;0.0001921;0.0002264;0.0001036;0.0009942;0.0000739;0.0002159;0.0003221
0.0004395;0.003047;0.0007594;0.0018116;0.0008314;0.0021682;0.0016671;0.0003268;0.0034601;0.001196;0.0017911;0.0013905;0.0026628;0.001784;0.000421;0.0004827;0.0002134;0.0020846;0.0001587;0.0004346;0.0006709
0.0004932;0.0028775;0.0008024;0.0018495;0.0008419;0.0021985;0.0016963;0.0003417;0.0032427;0.0011916;0.0017377;0.0013625;0.0026238;0.0019273;0.0004124;0.0004959;0.0002417;0.0021217;0.0001709;0.0004883;0.000712
0.0004042;0.0023054;0.0006254;0.0014167;0.0006403;0.0016906;0.0012886;0.0002671;0.0026548;0.0008983;0.0012912;0.0010136;0.0020873;0.0015337;0.0003112;0.0003821;0.0002018;0.0016262;0.0001393;0.0004004;0.000557
0.0002962;0.0018401;0.0004481;0.0010203;0.0004544;0.0012339;0.0009197;0.0001889;0.0021779;0.0006383;0.0009147;0.0007136;0.001622;0.0011296;0.0002158;0.0002689;0.0001483;0.001178;0.0000996;0.0002936;0.0003991
0.000206;0.0014961;0.0003104;0.0007188;0.0003137;0.0008885;0.0006415;0.000128;0.0018218;0.0004434;0.0006358;0.0004924;0.0012739;0.0008097;0.0001443;0.0001822;0.0001021;0.0008367;0.0000669;0.0002047;0.000276
0.0001395;0.0012508;0.0002109;0.0005021;0.0002134;0.000641;0.0004432;0.0000831;0.0015635;0.0003048;0.0004388;0.0003361;0.0010249;0.0005749;0.000093;0.0001197;0.0000674;0.0005909;0.0000419;0.0001379;0.0001867
