1;4;5;7;8;11;13;15;17;18;19;21;28;31;33;35;36;37;38;41;47
0.0000571;0.000878;0.000077;0.000163;0.0000755;0.0002387;0.0001311;0.0000378;0.0021595;0.0001007;0.0001309;0.0001014;0.0019597;0.0001771;0.000044;0.0000525;0.0000344;0.0001873;0.0000259;0.0000561;0.00007
0.0000348;0.0008377;0.0000477;0.0001086;0.0000468;0.0001832;0.0000852;0.0000204;0.001348;0.0000648;0.0000855;0.0000644;0.0008425;0.000122;0.0000221;0.0000289;0.0000193;0.0001305;0.0000132;0.0000343;0.0000429
0.0000205;0.0008125;0.0000289;0.000072;0.0000286;0.0001458;0.0000552;0.0000098;0.0012308;0.000041;0.0000556;0.0000404;0.0006202;0.000084;0.0000099;0.0000147;0.0000102;0.0000917;0.0000053;0.0000201;0.0000256
0.0000122;0.0008005;0.0000179;0.0000495;0.0000178;0.0001226;0.000037;0.0000048;0.0011962;0.0000271;0.0000375;0.0000262;0.0005539;0.0000591;0.0000038;0.000008;0.0000055;0.0000668;0.0000024;0.000012;0.0000156
0.0000096;0.000817;0.0000159;0.0000445;0.0000163;0.0001218;0.0000338;0.0000048;0.0011988;0.000025;0.0000359;0.000025;0.0005483;0.000051;0.0000042;0.0000067;0.0000048;0.0000619;0.0000024;0.0000096;0.0000136
0.0000106;0.0008501;0.0000196;0.0000564;0.0000217;0.0001416;0.0000446;0.0000056;0.0012161;0.0000339;0.0000505;0.0000356;0.0005727;0.000059;0.0000065;0.0000093;0.0000047;0.0000771;0.0000024;0.0000104;0.0000167
0.0000158;0.000898;0.0000303;0.0000864;0.0000356;0.0001829;0.0000721;0.0000105;0.0012458;0.0000546;0.0000836;0.0000603;0.0006173;0.0000849;0.0000123;0.0000157;0.0000062;0.0001141;0.0000034;0.0000155;0.0000264
0.0001373;0.0017816;0.0002578;0.0006145;0.00031;0.0008317;0.0005654;0.0001361;0.0021411;0.0004393;0.0006641;0.0005109;0.00138;0.0005385;0.000178;0.0001816;0.0000741;0.0007325;0.0000647;0.0001357;0.0002297
0.0003435;0.0024607;0.0005903;0.0013204;0.0006627;0.0016242;0.0012142;0.0003146;0.0027707;0.0009116;0.001323;0.0010388;0.0021262;0.0012424;0.0003797;0.0004111;0.0001918;0.001537;0.0001638;0.0003401;0.0005298
